id_pedido,fecha_hora,dia_semana,hora,metodo_pago,tiempo_preparacion_min,calificacion_estrellas,id_item,nombre_platillo,categoria,cantidad_vendida,precio_venta_unitario,costo_produccion_unitario,subtotal_venta,subtotal_costo,subtotal_margen_ganancia,insumo_principal,alerta_inventario
240,2026-05-18 14:22:00,Lunes,14,Tarjeta,19,5,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
240,2026-05-18 14:22:00,Lunes,14,Tarjeta,19,5,9,Orden de Guacamole,Complementos,2,55.0,15.0,110.0,30.0,80.0,Aguacate,Critico
241,2026-05-18 16:03:00,Lunes,16,Efectivo,15,5,10,Cerveza Nacional,Bebidas,2,45.0,20.0,90.0,40.0,50.0,Cerveza Nacional,Critico
241,2026-05-18 16:03:00,Lunes,16,Efectivo,15,5,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
242,2026-05-18 18:29:00,Lunes,18,Tarjeta,15,4,4,Combo Godin (3 Tacos + Refresco),Combos,2,120.0,45.0,240.0,90.0,150.0,Tortillas de Maiz,Critico
243,2026-05-18 18:30:00,Lunes,18,Efectivo,15,5,9,Orden de Guacamole,Complementos,3,55.0,15.0,165.0,45.0,120.0,Aguacate,Critico
244,2026-05-18 18:34:00,Lunes,18,Tarjeta,17,5,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
244,2026-05-18 18:34:00,Lunes,18,Tarjeta,17,5,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
245,2026-05-18 20:33:00,Lunes,20,Tarjeta,25,4,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
245,2026-05-18 20:33:00,Lunes,20,Tarjeta,25,4,4,Combo Godin (3 Tacos + Refresco),Combos,1,120.0,45.0,120.0,45.0,75.0,Tortillas de Maiz,Critico
246,2026-05-19 12:55:00,Martes,12,Transferencia,17,5,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
246,2026-05-19 12:55:00,Martes,12,Transferencia,17,5,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
247,2026-05-19 14:25:00,Martes,14,Efectivo,23,5,1,Taco de Cochinita,Platillos,2,35.0,12.5,70.0,25.0,45.0,Carne de Cerdo (Cochinita),Critico
247,2026-05-19 14:25:00,Martes,14,Efectivo,23,5,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
248,2026-05-19 15:20:00,Martes,15,Efectivo,31,3,1,Taco de Cochinita,Platillos,2,35.0,12.5,70.0,25.0,45.0,Carne de Cerdo (Cochinita),Critico
248,2026-05-19 15:20:00,Martes,15,Efectivo,31,3,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
248,2026-05-19 15:20:00,Martes,15,Efectivo,31,3,10,Cerveza Nacional,Bebidas,2,45.0,20.0,90.0,40.0,50.0,Cerveza Nacional,Critico
249,2026-05-19 16:26:00,Martes,16,Transferencia,17,5,6,Agua de Horchata 1L,Bebidas,3,40.0,10.0,120.0,30.0,90.0,Limon,Critico
249,2026-05-19 16:26:00,Martes,16,Transferencia,17,5,9,Orden de Guacamole,Complementos,2,55.0,15.0,110.0,30.0,80.0,Aguacate,Critico
250,2026-05-19 19:10:00,Martes,19,Efectivo,16,4,1,Taco de Cochinita,Platillos,2,35.0,12.5,70.0,25.0,45.0,Carne de Cerdo (Cochinita),Critico
251,2026-05-19 19:36:00,Martes,19,Tarjeta,12,5,5,Coca Cola 600ml,Bebidas,4,30.0,12.0,120.0,48.0,72.0,Coca Cola 600ml,Optimo
252,2026-05-19 20:54:00,Martes,20,Tarjeta,24,4,7,Volcan de Queso y Asada,Complementos,2,50.0,18.0,100.0,36.0,64.0,Queso Asadero,Optimo
252,2026-05-19 20:54:00,Martes,20,Tarjeta,24,4,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
253,2026-05-19 21:15:00,Martes,21,Tarjeta,23,5,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
254,2026-05-19 21:27:00,Martes,21,Efectivo,23,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
254,2026-05-19 21:27:00,Martes,21,Efectivo,23,5,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
254,2026-05-19 21:27:00,Martes,21,Efectivo,23,5,9,Orden de Guacamole,Complementos,2,55.0,15.0,110.0,30.0,80.0,Aguacate,Critico
255,2026-05-19 21:29:00,Martes,21,Transferencia,29,5,4,Combo Godin (3 Tacos + Refresco),Combos,2,120.0,45.0,240.0,90.0,150.0,Tortillas de Maiz,Critico
255,2026-05-19 21:29:00,Martes,21,Transferencia,29,5,10,Cerveza Nacional,Bebidas,2,45.0,20.0,90.0,40.0,50.0,Cerveza Nacional,Critico
255,2026-05-19 21:29:00,Martes,21,Transferencia,29,5,2,Taco de Asada,Platillos,2,40.0,15.0,80.0,30.0,50.0,Carne de Res (Asada),Optimo
256,2026-05-19 22:55:00,Martes,22,Tarjeta,15,4,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
256,2026-05-19 22:55:00,Martes,22,Tarjeta,15,4,2,Taco de Asada,Platillos,2,40.0,15.0,80.0,30.0,50.0,Carne de Res (Asada),Optimo
257,2026-05-20 14:36:00,Miercoles,14,Efectivo,20,5,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
258,2026-05-20 18:57:00,Miercoles,18,Tarjeta,15,4,7,Volcan de Queso y Asada,Complementos,2,50.0,18.0,100.0,36.0,64.0,Queso Asadero,Optimo
259,2026-05-20 19:48:00,Miercoles,19,Tarjeta,18,5,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
259,2026-05-20 19:48:00,Miercoles,19,Tarjeta,18,5,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
260,2026-05-20 20:38:00,Miercoles,20,Efectivo,18,5,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
261,2026-05-20 20:49:00,Miercoles,20,Efectivo,25,4,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
261,2026-05-20 20:49:00,Miercoles,20,Efectivo,25,4,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
262,2026-05-20 21:34:00,Miercoles,21,Tarjeta,15,5,6,Agua de Horchata 1L,Bebidas,1,40.0,10.0,40.0,10.0,30.0,Limon,Critico
263,2026-05-21 12:02:00,Jueves,12,Efectivo,16,5,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
264,2026-05-21 12:11:00,Jueves,12,Transferencia,14,5,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
265,2026-05-21 12:57:00,Jueves,12,Efectivo,19,5,2,Taco de Asada,Platillos,2,40.0,15.0,80.0,30.0,50.0,Carne de Res (Asada),Optimo
265,2026-05-21 12:57:00,Jueves,12,Efectivo,19,5,6,Agua de Horchata 1L,Bebidas,4,40.0,10.0,160.0,40.0,120.0,Limon,Critico
266,2026-05-21 14:09:00,Jueves,14,Efectivo,21,5,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
266,2026-05-21 14:09:00,Jueves,14,Efectivo,21,5,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
267,2026-05-21 14:39:00,Jueves,14,Tarjeta,23,5,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
268,2026-05-21 15:27:00,Jueves,15,Transferencia,20,4,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
269,2026-05-21 17:11:00,Jueves,17,Transferencia,19,5,9,Orden de Guacamole,Complementos,2,55.0,15.0,110.0,30.0,80.0,Aguacate,Critico
269,2026-05-21 17:11:00,Jueves,17,Transferencia,19,5,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
270,2026-05-21 20:43:00,Jueves,20,Transferencia,21,5,7,Volcan de Queso y Asada,Complementos,2,50.0,18.0,100.0,36.0,64.0,Queso Asadero,Optimo
271,2026-05-21 22:44:00,Jueves,22,Tarjeta,12,4,5,Coca Cola 600ml,Bebidas,1,30.0,12.0,30.0,12.0,18.0,Coca Cola 600ml,Optimo
272,2026-05-22 14:39:00,Viernes,14,Tarjeta,30,4,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
272,2026-05-22 14:39:00,Viernes,14,Tarjeta,30,4,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
272,2026-05-22 14:39:00,Viernes,14,Tarjeta,30,4,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
273,2026-05-22 17:51:00,Viernes,17,Transferencia,18,4,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
273,2026-05-22 17:51:00,Viernes,17,Transferencia,18,4,3,Torta de Cochinita,Platillos,4,60.0,25.0,240.0,100.0,140.0,Carne de Cerdo (Cochinita),Critico
274,2026-05-22 19:47:00,Viernes,19,Efectivo,22,5,5,Coca Cola 600ml,Bebidas,3,30.0,12.0,90.0,36.0,54.0,Coca Cola 600ml,Optimo
274,2026-05-22 19:47:00,Viernes,19,Efectivo,22,5,1,Taco de Cochinita,Platillos,1,35.0,12.5,35.0,12.5,22.5,Carne de Cerdo (Cochinita),Critico
274,2026-05-22 19:47:00,Viernes,19,Efectivo,22,5,10,Cerveza Nacional,Bebidas,4,45.0,20.0,180.0,80.0,100.0,Cerveza Nacional,Critico
275,2026-05-22 19:59:00,Viernes,19,Tarjeta,17,5,10,Cerveza Nacional,Bebidas,1,45.0,20.0,45.0,20.0,25.0,Cerveza Nacional,Critico
275,2026-05-22 19:59:00,Viernes,19,Tarjeta,17,5,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
276,2026-05-22 20:24:00,Viernes,20,Efectivo,27,4,4,Combo Godin (3 Tacos + Refresco),Combos,1,120.0,45.0,120.0,45.0,75.0,Tortillas de Maiz,Critico
276,2026-05-22 20:24:00,Viernes,20,Efectivo,27,4,3,Torta de Cochinita,Platillos,1,60.0,25.0,60.0,25.0,35.0,Carne de Cerdo (Cochinita),Critico
276,2026-05-22 20:24:00,Viernes,20,Efectivo,27,4,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
277,2026-05-22 21:24:00,Viernes,21,Tarjeta,19,5,2,Taco de Asada,Platillos,4,40.0,15.0,160.0,60.0,100.0,Carne de Res (Asada),Optimo
277,2026-05-22 21:24:00,Viernes,21,Tarjeta,19,5,10,Cerveza Nacional,Bebidas,3,45.0,20.0,135.0,60.0,75.0,Cerveza Nacional,Critico
278,2026-05-22 21:27:00,Viernes,21,Efectivo,25,4,10,Cerveza Nacional,Bebidas,4,45.0,20.0,180.0,80.0,100.0,Cerveza Nacional,Critico
278,2026-05-22 21:27:00,Viernes,21,Efectivo,25,4,7,Volcan de Queso y Asada,Complementos,3,50.0,18.0,150.0,54.0,96.0,Queso Asadero,Optimo
278,2026-05-22 21:27:00,Viernes,21,Efectivo,25,4,1,Taco de Cochinita,Platillos,2,35.0,12.5,70.0,25.0,45.0,Carne de Cerdo (Cochinita),Critico
279,2026-05-22 22:51:00,Viernes,22,Efectivo,19,5,7,Volcan de Queso y Asada,Complementos,1,50.0,18.0,50.0,18.0,32.0,Queso Asadero,Optimo
279,2026-05-22 22:51:00,Viernes,22,Efectivo,19,5,2,Taco de Asada,Platillos,4,40.0,15.0,160.0,60.0,100.0,Carne de Res (Asada),Optimo
279,2026-05-22 22:51:00,Viernes,22,Efectivo,19,5,8,Flan Napolitano,Postres,1,45.0,12.0,45.0,12.0,33.0,Flan Base Repostera,Optimo
280,2026-05-22 23:24:00,Viernes,23,Transferencia,22,5,2,Taco de Asada,Platillos,1,40.0,15.0,40.0,15.0,25.0,Carne de Res (Asada),Optimo
280,2026-05-22 23:24:00,Viernes,23,Transferencia,22,5,9,Orden de Guacamole,Complementos,1,55.0,15.0,55.0,15.0,40.0,Aguacate,Critico
280,2026-05-22 23:24:00,Viernes,23,Transferencia,22,5,8,Flan Napolitano,Postres,2,45.0,12.0,90.0,24.0,66.0,Flan Base Repostera,Optimo
280,2026-05-22 23:24:00,Viernes,23,Transferencia,22,5,5,Coca Cola 600ml,Bebidas,2,30.0,12.0,60.0,24.0,36.0,Coca Cola 600ml,Optimo
